CustomerID,Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,TimeOfVisit,GroupSize,DiningOccasion,MealType,OnlineReservation,DeliveryOrder,LoyaltyProgramMember,WaitTime,ServiceRating,FoodRating,AmbianceRating,HighSatisfaction
682,49,Female,49402,Weekly,92.14640869214098,American,Lunch,7,Celebration,Takeaway,0,0,0,22.21527652785805,3,1,4,0
683,59,Male,72461,Rarely,153.40154014573056,Italian,Lunch,3,Celebration,Takeaway,0,0,0,21.246883321995085,5,3,2,0
684,68,Female,87140,Weekly,140.8900060528823,Chinese,Lunch,3,Business,Dine-in,0,1,1,27.003216500832494,3,1,1,0
685,18,Female,25148,Weekly,173.8723104623021,American,Lunch,3,Celebration,Takeaway,0,1,0,55.6601747736366,3,5,5,0
686,35,Male,79963,Monthly,143.77762376310963,Mexican,Breakfast,2,Business,Dine-in,1,0,1,27.341678618937298,3,1,3,0
687,65,Female,92930,Rarely,144.4566677704111,Italian,Lunch,3,Celebration,Takeaway,0,0,0,42.00528823454172,1,2,2,0
688,47,Female,50567,Daily,81.31953942329845,Indian,Lunch,1,Business,Dine-in,0,1,1,10.822846793708674,4,1,4,1
689,46,Male,84767,Weekly,11.047363425720393,Indian,Dinner,2,Celebration,Takeaway,0,0,1,43.479922222992684,5,2,5,0
690,38,Female,35769,Rarely,72.33102213354323,Italian,Lunch,1,Celebration,Dine-in,0,0,1,45.124605611298065,5,3,5,0
691,50,Female,52640,Monthly,113.68673870862466,Italian,Breakfast,2,Business,Takeaway,1,0,1,12.886172541811952,3,3,1,0
692,23,Female,70427,Weekly,154.4626494649179,Mexican,Lunch,8,Business,Dine-in,0,1,1,42.90587508712201,5,1,2,0
693,54,Female,126716,Monthly,170.14540938305623,Mexican,Breakfast,1,Business,Takeaway,1,0,0,48.388873633684355,1,2,4,0
694,67,Male,70219,Monthly,114.8528704165786,Chinese,Dinner,7,Casual,Takeaway,0,1,1,6.855004902725776,3,5,1,0
695,19,Male,122435,Rarely,117.01335770070071,Indian,Breakfast,8,Casual,Takeaway,0,0,1,45.28200052685403,3,4,5,0
696,62,Female,131995,Rarely,140.13573003848268,Italian,Dinner,8,Celebration,Takeaway,0,0,0,55.9270550297639,2,4,2,0
697,30,Female,21526,Daily,108.43207100271142,Indian,Breakfast,1,Celebration,Dine-in,1,0,0,38.92803249244071,2,1,4,0
698,50,Female,123950,Rarely,190.0271054295437,American,Lunch,8,Celebration,Dine-in,0,1,0,30.480202435131545,1,5,2,0
699,28,Female,105851,Weekly,157.19163953448464,Indian,Breakfast,5,Celebration,Takeaway,0,0,0,24.851867042504516,5,1,3,0
700,38,Female,83286,Monthly,79.24104572455101,Italian,Breakfast,3,Business,Takeaway,0,0,0,23.092681786263668,1,4,2,0
701,59,Female,136805,Weekly,69.55224223603513,American,Dinner,6,Celebration,Dine-in,0,0,0,23.548214495866688,5,1,4,0
702,28,Female,137669,Weekly,51.23810599054555,Indian,Dinner,8,Celebration,Takeaway,0,0,0,57.82709041146665,2,2,2,0
703,41,Female,98714,Monthly,154.49979122887007,Indian,Breakfast,1,Business,Dine-in,1,1,1,43.328558132386746,4,1,4,1
704,48,Female,106670,Weekly,196.4614879909696,Italian,Breakfast,2,Celebration,Takeaway,1,1,0,52.068877829146764,1,1,4,0
705,30,Male,39182,Daily,19.327413767192105,Italian,Dinner,1,Casual,Dine-in,0,0,1,44.39602459245667,5,2,4,0
706,46,Female,73317,Weekly,63.30480129880968,Mexican,Lunch,8,Business,Dine-in,0,0,1,11.250475396482301,2,2,2,0
707,22,Female,46093,Weekly,71.62880175947997,Mexican,Dinner,4,Casual,Dine-in,1,0,1,17.63863694668967,1,2,2,0
708,36,Female,149655,Monthly,64.44356242858763,American,Dinner,6,Celebration,Takeaway,1,0,1,5.405142682475046,5,3,1,0
709,44,Female,143378,Weekly,128.02954548748906,Italian,Breakfast,1,Business,Dine-in,0,0,1,30.9671512385177,5,4,2,0
710,19,Female,81440,Rarely,79.74289499864963,Chinese,Lunch,4,Business,Takeaway,0,0,1,22.01369665656721,3,5,4,0
711,64,Male,22073,Weekly,25.70065876927672,Indian,Breakfast,3,Casual,Dine-in,0,0,0,21.50930823846471,5,1,5,0
712,18,Female,132427,Monthly,69.4717980138488,Italian,Breakfast,7,Celebration,Takeaway,0,0,0,15.313884431881403,3,2,5,0
713,33,Male,95965,Monthly,23.424586471948196,American,Breakfast,1,Celebration,Dine-in,0,0,0,44.58358808030987,3,3,3,0
714,50,Male,35296,Weekly,127.59106617400113,Italian,Dinner,4,Business,Dine-in,0,0,0,23.462179316005997,3,3,5,0
715,67,Female,45759,Monthly,159.6555008329881,American,Lunch,6,Casual,Takeaway,0,0,1,8.914508225699729,5,3,4,0
716,52,Male,103379,Monthly,186.0016661122389,Chinese,Breakfast,1,Business,Takeaway,0,1,1,40.37846581046714,3,4,2,0
717,21,Male,94550,Monthly,82.68534866940796,Chinese,Lunch,2,Celebration,Takeaway,1,0,0,24.060712483634852,5,5,1,0
718,33,Male,113609,Monthly,47.41528773340109,Mexican,Breakfast,8,Celebration,Takeaway,1,1,1,39.45867191232583,1,1,1,0
719,46,Male,74785,Weekly,59.54093140453144,Mexican,Lunch,2,Casual,Dine-in,1,0,0,46.76450187718029,3,3,2,0
720,64,Male,68238,Weekly,77.13059392465505,Indian,Breakfast,1,Business,Takeaway,1,0,1,23.252417686959504,2,4,4,1
721,59,Female,75129,Monthly,135.65412177929394,Chinese,Dinner,2,Celebration,Takeaway,0,1,0,32.28980108065386,4,3,5,0
722,35,Male,33384,Monthly,92.85100276828095,Indian,Breakfast,6,Casual,Dine-in,0,0,1,17.195111134940774,3,1,1,0
723,56,Male,99022,Monthly,156.1174690546518,American,Lunch,1,Business,Takeaway,1,1,0,11.52363816782201,5,2,2,0
724,37,Male,129956,Weekly,169.79980748113164,Indian,Lunch,8,Celebration,Dine-in,0,1,1,32.84283636908177,5,5,1,1
725,43,Female,60400,Monthly,110.493688587641,American,Breakfast,5,Casual,Dine-in,1,0,0,34.26930697531454,3,2,3,0
726,35,Male,109278,Monthly,171.01175179528457,Italian,Dinner,6,Celebration,Dine-in,0,1,0,13.507336711468366,2,3,2,0
727,34,Male,138642,Monthly,44.2846749730043,Italian,Dinner,4,Celebration,Takeaway,1,1,1,17.370943606123678,3,1,5,0
728,55,Male,122223,Weekly,134.35953259895211,Chinese,Dinner,3,Casual,Dine-in,0,0,1,44.534005282649616,2,5,3,0
729,30,Female,37083,Monthly,174.69421118930478,Indian,Breakfast,9,Celebration,Takeaway,0,1,1,35.061019634383435,1,3,5,0
730,53,Female,101003,Rarely,71.26849051382052,Italian,Breakfast,1,Celebration,Dine-in,0,0,0,21.967922577124213,1,3,3,0
731,40,Female,33239,Monthly,169.87213987320945,Italian,Lunch,7,Celebration,Dine-in,1,1,0,35.750126939653676,5,4,1,0
732,65,Male,132529,Weekly,56.68449581780844,Indian,Dinner,3,Casual,Dine-in,0,0,1,4.711531211473816,4,5,5,1
733,42,Male,31187,Rarely,27.396140819767677,Mexican,Lunch,9,Celebration,Takeaway,1,0,0,52.294613516131506,2,2,4,0
734,66,Female,31296,Monthly,180.70560670712734,Chinese,Dinner,8,Casual,Dine-in,1,0,1,13.819072117100841,4,4,1,0
735,55,Male,147219,Monthly,58.95670906331606,Mexican,Lunch,6,Celebration,Dine-in,0,0,0,37.9588096743404,4,3,2,0
736,31,Male,81176,Monthly,175.60797172200816,Mexican,Lunch,4,Celebration,Takeaway,1,0,0,15.952505407965207,5,1,4,0
737,35,Female,62674,Monthly,54.49907538241679,Chinese,Breakfast,4,Casual,Takeaway,0,0,0,4.939157764265881,5,4,4,0
738,19,Female,63136,Monthly,16.50312405911477,Chinese,Dinner,3,Casual,Takeaway,1,0,1,26.933251547629258,2,3,5,0
739,40,Female,133056,Rarely,73.1242737345211,Mexican,Breakfast,6,Celebration,Takeaway,1,1,0,41.69616397041196,1,2,3,0
740,49,Male,69311,Daily,78.8226831281176,Chinese,Dinner,8,Celebration,Takeaway,1,1,1,27.89391375517908,2,2,5,1
741,62,Female,109896,Monthly,198.88872483744456,American,Lunch,7,Celebration,Takeaway,1,0,1,40.3957831661206,3,4,1,0
742,42,Female,41414,Monthly,189.33737936924274,Indian,Dinner,4,Celebration,Takeaway,0,0,0,50.07847330716494,5,2,4,0
743,56,Female,62028,Monthly,25.41359015427095,American,Lunch,1,Celebration,Takeaway,0,0,0,52.781067039322494,2,3,5,0
744,60,Male,30637,Monthly,171.97542283113074,Mexican,Lunch,3,Celebration,Takeaway,1,0,0,30.750022077290588,1,2,5,0
745,59,Male,108814,Weekly,63.044168675607516,American,Dinner,2,Business,Dine-in,0,0,0,56.15890278298813,1,4,2,0
746,68,Male,102517,Rarely,60.250086548673735,Italian,Dinner,7,Celebration,Takeaway,0,0,0,6.991291838321758,1,5,2,0
747,67,Male,47731,Rarely,58.0696988835766,American,Dinner,2,Celebration,Dine-in,1,1,1,6.428324721310165,4,4,1,1
748,64,Female,40967,Monthly,101.80423858473684,Mexican,Dinner,4,Business,Takeaway,0,0,1,19.63503246971268,3,2,3,0
749,20,Female,147362,Rarely,45.28098822902558,Indian,Lunch,2,Business,Dine-in,0,0,0,50.05664421360049,4,3,4,0
750,62,Male,30306,Monthly,128.9230921272936,Chinese,Dinner,6,Casual,Takeaway,0,0,1,53.91950539882883,3,5,5,0
751,53,Male,99064,Weekly,46.92439381567322,Indian,Lunch,8,Casual,Dine-in,0,1,0,7.345461975500658,1,1,5,0
752,28,Male,69615,Weekly,50.12980680270481,Indian,Breakfast,8,Casual,Dine-in,0,1,1,0.7088356291871944,5,5,5,1
753,49,Male,97990,Weekly,96.35249578197858,Italian,Breakfast,3,Business,Takeaway,0,1,1,48.40492032671912,3,5,1,0
754,22,Female,129622,Weekly,49.358642139721084,Italian,Lunch,1,Celebration,Takeaway,0,1,1,53.03655060641394,2,3,5,0
755,57,Female,104198,Weekly,128.57454834490346,Italian,Lunch,6,Business,Dine-in,0,0,1,2.799522722376322,4,3,4,0
756,62,Male,115722,Rarely,20.837861562388223,Mexican,Dinner,1,Casual,Dine-in,0,0,0,53.036909241723706,2,1,3,0
757,62,Male,137673,Monthly,86.14688538013783,Indian,Breakfast,7,Business,Takeaway,1,0,0,59.959109959164046,1,4,4,0
758,46,Male,90343,Rarely,112.86492045345568,Italian,Dinner,8,Business,Dine-in,0,0,1,39.251054167838284,3,4,5,0
759,36,Female,23323,Monthly,187.67869038745988,Italian,Dinner,7,Celebration,Takeaway,1,0,1,23.549890218472274,2,5,1,0
760,65,Male,76833,Weekly,119.11744566759559,Italian,Breakfast,9,Business,Takeaway,0,1,1,50.003073737008364,4,5,5,0
761,27,Female,79161,Rarely,148.13437662594933,Indian,Breakfast,3,Celebration,Takeaway,1,1,0,56.650844764624956,4,4,3,0
762,19,Male,144849,Weekly,56.26213020777847,Indian,Breakfast,9,Casual,Dine-in,1,0,0,44.76592438247327,2,2,5,0
763,31,Male,77620,Monthly,148.70300833124838,Mexican,Breakfast,3,Celebration,Dine-in,1,1,0,37.317387444850254,1,1,4,0
764,46,Male,112626,Weekly,163.887318992035,Mexican,Breakfast,2,Celebration,Takeaway,0,1,1,9.412060949855972,3,2,5,1
765,50,Female,62418,Rarely,191.70694828036278,Chinese,Breakfast,7,Business,Takeaway,0,1,0,35.414863500313096,5,2,2,0
766,61,Male,96506,Monthly,82.7057917851036,Chinese,Lunch,7,Business,Takeaway,0,0,1,8.398428906414313,3,5,5,0
767,26,Male,103668,Weekly,184.25312646011184,American,Dinner,7,Business,Dine-in,1,1,1,52.95483333701493,4,2,2,0
768,23,Male,39932,Weekly,197.17904615346436,Mexican,Breakfast,5,Business,Dine-in,0,1,1,25.10452466109743,4,3,5,0
769,47,Male,88700,Rarely,145.28267212337477,Chinese,Breakfast,4,Casual,Takeaway,0,0,1,9.446441156600295,2,4,5,0
770,60,Male,92277,Rarely,165.16616183385608,Italian,Dinner,5,Business,Takeaway,1,0,0,31.57026939907849,1,5,3,0
771,66,Male,47508,Weekly,39.735443630109735,American,Lunch,7,Casual,Dine-in,0,0,1,3.806570128966358,1,2,2,0
772,37,Female,66867,Monthly,11.004799437895954,Italian,Breakfast,9,Business,Takeaway,0,0,1,17.85820676286213,2,4,3,0
773,40,Female,59224,Rarely,162.5509015372461,Chinese,Breakfast,7,Business,Takeaway,0,0,1,49.57074116139822,4,4,3,0
774,62,Female,142534,Monthly,60.86597045518758,Indian,Lunch,7,Business,Takeaway,0,1,1,14.512495648632743,2,2,5,0
775,63,Female,132716,Weekly,177.6250712885947,Mexican,Breakfast,1,Celebration,Dine-in,1,0,0,46.09175074628937,1,5,2,0
776,20,Female,38189,Monthly,80.6129610863167,Mexican,Dinner,1,Casual,Dine-in,1,1,0,25.920611732818163,1,4,2,0
777,42,Female,60474,Weekly,194.61507364160272,Indian,Lunch,1,Business,Dine-in,0,1,0,0.02049403393252769,4,1,2,0
778,60,Female,71105,Weekly,10.989760093919557,Indian,Breakfast,5,Celebration,Takeaway,0,0,0,12.461725723364768,2,5,1,0
779,44,Male,38493,Rarely,11.718333493142495,Italian,Lunch,5,Casual,Dine-in,0,1,0,26.74111513983059,1,4,3,0
780,23,Male,84982,Weekly,94.53822338134528,Italian,Dinner,3,Casual,Takeaway,1,1,1,1.8882545471534473,3,4,3,1
781,65,Female,59454,Monthly,154.50568630010832,Italian,Dinner,4,Business,Takeaway,0,1,0,24.2654783646157,3,5,4,0
782,67,Female,84121,Monthly,72.04320631323584,Italian,Lunch,8,Casual,Takeaway,0,0,1,41.82277174881369,2,1,4,0
783,63,Female,140124,Monthly,65.08924962918799,Chinese,Dinner,4,Celebration,Takeaway,0,0,1,17.13696126163647,4,1,2,0
784,68,Female,94282,Monthly,181.83020709907927,Mexican,Lunch,9,Celebration,Dine-in,1,0,0,39.243121226800355,5,4,1,0
785,24,Male,31796,Daily,54.762343208731764,Italian,Dinner,9,Business,Takeaway,0,0,0,56.499407010275355,3,5,5,0
786,27,Male,56966,Monthly,32.964529365382475,Italian,Breakfast,9,Celebration,Dine-in,0,0,0,58.513454859649876,3,3,1,0
787,50,Female,64939,Monthly,113.3417551234619,Chinese,Lunch,4,Casual,Dine-in,0,1,0,46.49268651138413,3,4,2,0
788,25,Male,117497,Monthly,124.6264536960268,Chinese,Breakfast,6,Celebration,Dine-in,0,0,0,18.277311876049637,4,2,3,0
789,30,Male,46377,Daily,19.816153126424375,Italian,Lunch,6,Business,Dine-in,0,1,0,27.8272868886441,1,3,2,0
790,58,Female,97030,Weekly,158.0323675513539,American,Dinner,3,Casual,Takeaway,0,0,1,27.85747132410039,2,5,2,0
791,67,Male,117452,Daily,175.31373927611426,Indian,Lunch,4,Business,Takeaway,1,1,1,44.627542480910854,1,5,5,1
792,57,Female,101362,Weekly,97.5038811162247,Mexican,Lunch,3,Celebration,Takeaway,1,0,1,25.24771261569699,1,1,1,0
793,65,Male,60717,Daily,66.35946150585394,Mexican,Breakfast,1,Casual,Dine-in,0,1,1,50.458591342416945,2,3,2,0
794,67,Female,52717,Rarely,72.29703458246388,Indian,Breakfast,8,Celebration,Dine-in,0,1,1,4.254176173334551,5,2,4,1
795,35,Female,78909,Rarely,31.84435109354058,American,Dinner,6,Casual,Dine-in,1,0,1,30.167191384080883,3,2,4,0
796,63,Male,130870,Weekly,75.65118253051881,Indian,Dinner,7,Business,Takeaway,1,0,0,42.50120086329454,3,4,1,0
797,59,Male,149006,Weekly,156.26111540181313,Mexican,Lunch,9,Celebration,Dine-in,0,0,0,49.362536769025084,3,1,1,0
798,42,Male,120750,Rarely,182.71142846916652,American,Lunch,1,Celebration,Takeaway,1,0,0,2.080186860877189,1,5,1,0
799,39,Male,97583,Rarely,124.09763666589603,Indian,Dinner,1,Celebration,Takeaway,0,0,0,46.3865749326132,3,4,5,0
800,43,Male,32863,Monthly,181.2632909578462,Chinese,Dinner,5,Business,Takeaway,0,1,1,50.81000251264156,3,4,1,0
801,52,Male,111967,Rarely,137.7476553926175,American,Lunch,8,Casual,Dine-in,0,1,0,20.887858932605212,2,5,4,0
802,52,Male,143420,Rarely,176.78397933412256,Mexican,Lunch,5,Celebration,Dine-in,0,0,1,43.65004405085768,3,3,3,0
803,66,Female,28073,Weekly,167.0862907790414,Chinese,Dinner,3,Celebration,Takeaway,0,0,1,0.8387493070477969,5,1,1,0
804,22,Female,120539,Daily,92.34242103351995,Chinese,Lunch,9,Casual,Takeaway,0,1,1,27.241392164311616,5,2,3,0
805,34,Female,112055,Rarely,167.34391002167646,American,Lunch,9,Casual,Dine-in,0,1,0,30.649036730269714,4,3,4,0
806,53,Female,48489,Weekly,170.00275538261735,Indian,Dinner,1,Casual,Takeaway,1,0,1,40.306227086887475,2,4,3,0
807,57,Female,142449,Rarely,102.63996746740673,Italian,Breakfast,5,Business,Takeaway,0,0,0,42.27810518380429,2,3,5,0
808,58,Female,132047,Weekly,21.166367672278135,American,Dinner,7,Business,Takeaway,0,0,1,14.857722498541078,5,5,1,0
809,42,Male,84666,Monthly,83.78438946089133,Italian,Breakfast,7,Casual,Dine-in,1,0,0,22.367982393571893,2,4,2,0
810,46,Female,109006,Rarely,52.20963087162136,Italian,Dinner,8,Business,Takeaway,0,0,1,40.04128854732074,3,5,1,0
811,59,Male,43697,Monthly,50.57543420593007,Italian,Breakfast,6,Celebration,Dine-in,0,0,1,5.6157617811236165,1,3,4,0
812,41,Female,132528,Weekly,164.85225727922943,Chinese,Dinner,2,Celebration,Dine-in,0,1,0,20.48668881215928,2,2,5,1
813,22,Female,90630,Monthly,10.787861744745532,American,Lunch,4,Casual,Takeaway,1,1,0,5.320459848089174,2,4,1,0
814,25,Male,30580,Weekly,197.52039216896063,Indian,Lunch,7,Celebration,Takeaway,0,0,1,51.51607010754032,1,2,5,0
815,30,Female,106716,Monthly,79.97055862552901,Mexican,Breakfast,1,Celebration,Dine-in,0,0,1,59.862386247726285,2,1,4,0
816,23,Male,107630,Rarely,95.54284391700442,Italian,Dinner,2,Celebration,Dine-in,0,0,0,52.390291786570714,4,4,5,0
817,50,Female,114661,Rarely,135.0928453927554,American,Lunch,5,Celebration,Takeaway,0,1,1,58.75510618949439,2,2,1,0
818,38,Male,124096,Weekly,118.07726945372674,Chinese,Breakfast,5,Business,Dine-in,0,0,1,4.811657511133037,1,5,4,0
819,44,Male,78605,Rarely,154.93974170365198,Mexican,Dinner,3,Celebration,Takeaway,0,1,0,0.0013802966698150954,2,3,5,0
820,55,Female,25889,Monthly,36.84967781545096,Chinese,Breakfast,9,Casual,Takeaway,0,0,0,22.998966319675255,5,1,2,0
821,59,Female,66116,Rarely,52.19439457326059,Mexican,Lunch,8,Celebration,Takeaway,1,0,0,26.067284933102087,1,4,1,0
822,39,Male,81042,Monthly,114.1059013614599,Mexican,Lunch,8,Business,Dine-in,0,1,1,51.683657814721805,1,5,2,0
823,40,Male,96164,Monthly,59.14036737221908,Italian,Dinner,1,Casual,Takeaway,0,0,1,30.533702797870088,4,4,4,0
824,28,Male,55083,Monthly,176.61044905704867,Indian,Dinner,6,Casual,Takeaway,0,0,0,54.25606515142513,5,2,4,0
825,47,Male,81504,Weekly,199.9735265228343,Mexican,Lunch,3,Celebration,Dine-in,0,0,1,6.168722560922801,5,2,2,1
826,56,Female,136815,Monthly,44.92944195611125,American,Dinner,4,Business,Dine-in,0,0,1,48.03267480811682,2,5,1,0
827,61,Male,105862,Weekly,45.784535364855024,Mexican,Dinner,7,Celebration,Dine-in,1,0,0,43.715940756179,2,4,4,0
828,34,Male,64756,Weekly,115.34299221949531,Mexican,Breakfast,4,Casual,Takeaway,0,1,1,50.842745265818245,2,4,1,0
829,43,Female,148425,Weekly,53.39787916146903,Indian,Dinner,3,Business,Takeaway,0,1,0,23.512129120837496,1,3,4,0
830,18,Female,88711,Weekly,168.29056314968932,Italian,Dinner,9,Celebration,Takeaway,1,0,1,12.75702476072659,1,5,5,1
831,49,Female,37343,Monthly,89.26542067423735,Chinese,Dinner,8,Casual,Dine-in,0,1,1,33.29199316820879,1,2,1,0
832,42,Female,23262,Weekly,98.58966675519244,Chinese,Breakfast,6,Celebration,Takeaway,0,0,0,15.928013050041978,3,5,3,0
833,59,Female,138471,Weekly,13.889778950491268,Indian,Lunch,5,Business,Dine-in,1,0,0,48.08229932964473,4,1,2,0
834,35,Male,69161,Rarely,161.29108141657406,Chinese,Lunch,3,Celebration,Takeaway,0,0,1,7.583096137113914,3,5,2,0
835,57,Female,85820,Daily,79.39777997059026,Chinese,Breakfast,5,Casual,Dine-in,0,1,1,42.88181161081653,1,2,3,0
836,69,Male,124582,Weekly,35.922393627859904,American,Breakfast,8,Business,Takeaway,0,0,0,27.36207071420367,1,5,3,0
837,37,Male,81926,Daily,51.082843654052176,Indian,Lunch,8,Casual,Dine-in,0,0,1,56.0441952890185,2,5,2,0
838,52,Male,100057,Monthly,127.66224521293039,Indian,Breakfast,7,Business,Dine-in,0,1,0,11.08474823230348,4,3,1,0
839,69,Female,51842,Monthly,90.884127594584,American,Dinner,5,Celebration,Dine-in,0,0,0,59.273859242511946,3,5,4,0
840,23,Male,56374,Rarely,30.835717349984744,Italian,Lunch,5,Business,Dine-in,1,1,0,51.46134654220489,5,1,3,0
841,19,Female,59251,Monthly,123.76636048920506,Indian,Dinner,6,Casual,Dine-in,0,1,0,20.01029978439221,4,3,3,0
842,65,Female,82771,Rarely,100.04558470088455,Mexican,Breakfast,7,Celebration,Takeaway,1,0,0,33.408149084792534,5,3,4,0
843,53,Male,38928,Daily,82.26121556349031,Italian,Dinner,7,Business,Takeaway,1,1,1,17.25783469593967,2,2,5,0
844,55,Female,132925,Monthly,104.92829757860122,Indian,Breakfast,2,Business,Dine-in,0,1,0,2.381627888336728,2,5,2,0
845,53,Female,117007,Monthly,31.36988459937728,American,Breakfast,9,Casual,Dine-in,0,0,1,12.509929993603654,1,2,2,0
846,46,Female,58377,Rarely,191.139417319873,Chinese,Breakfast,4,Business,Dine-in,0,0,0,49.26764525312597,4,5,5,0
847,33,Female,37228,Weekly,16.221325887765083,Mexican,Breakfast,2,Business,Takeaway,0,0,1,52.88546792896031,1,5,4,0
848,31,Female,33733,Rarely,24.29559190003533,Italian,Breakfast,2,Casual,Takeaway,0,0,1,50.53751960009723,4,4,3,0
849,18,Female,26732,Daily,178.15067546094747,Chinese,Dinner,8,Business,Takeaway,1,1,0,32.96491819382168,4,5,1,0
850,40,Male,37366,Monthly,29.810855379637392,Chinese,Lunch,7,Casual,Takeaway,0,1,0,29.614095756995475,3,2,4,0
851,28,Female,135894,Rarely,172.7751955413261,Chinese,Breakfast,8,Business,Takeaway,0,1,0,58.99201836255528,1,2,3,0
852,67,Female,63976,Monthly,64.84146878735265,American,Breakfast,4,Casual,Dine-in,0,1,0,21.699150607955147,5,3,1,0
853,59,Male,104089,Monthly,140.70717633381668,Italian,Breakfast,8,Business,Takeaway,0,0,0,44.77127297714085,5,2,1,0
854,65,Female,33024,Weekly,184.237036158592,Chinese,Breakfast,4,Business,Dine-in,0,1,1,30.25877486579941,4,2,2,0
855,58,Male,30928,Rarely,16.076617619576073,Italian,Dinner,2,Business,Dine-in,0,0,1,15.811120196485449,4,5,5,0
856,46,Male,42055,Rarely,57.20093873130391,Chinese,Breakfast,8,Casual,Takeaway,1,0,1,35.89625746529664,5,3,2,0
857,60,Female,39596,Weekly,16.831154358643346,Chinese,Breakfast,7,Business,Takeaway,0,0,1,22.548226374482354,5,4,5,0
858,27,Male,29233,Monthly,137.4371604065399,American,Dinner,5,Casual,Takeaway,0,1,1,11.570682041096871,5,2,3,0
859,54,Male,114257,Monthly,126.3816371955224,Mexican,Lunch,9,Casual,Takeaway,0,0,1,50.24550643189125,3,1,2,0
860,32,Female,77834,Daily,63.5425504869665,Chinese,Lunch,7,Celebration,Takeaway,0,1,0,5.409782678051654,2,2,5,0
